time,V(101),V(102),V(103),V(104),V(107),V(106),V(108),V(110),V(114),V(111),V(115),V(129),V(109),V(139),V(149),V(154),V(164),V(112),V(212),V(113),V(213)
6.2e-09,3,2.90988,2.89325,0.720102,0.433682,0.996427,0.452734,0.599494,0.00320911,0.587092,0.00329596,0.00321288,0.00261731,0.00314545,0.00319072,0.710948,1,0.6,0,0.58769,-0.00982287
6.25e-09,3,2.88008,2.86164,0.584459,0.414395,0.997745,0.428428,0.59979,0.00353676,0.589694,0.00368558,0.00355166,0.00295698,0.00349648,0.00317749,0.575736,1,0.6,0,0.59,-0.01
6.3e-09,3,2.86113,2.84471,0.481408,0.408529,0.998834,0.418719,0.599927,0.00390051,0.5925,0.00409879,0.00392697,0.00333388,0.00388613,0.00318634,0.474217,1,0.6,0,0.592664,-0.00982287
6.35e-09,3,2.85275,2.83982,0.419087,0.408537,0.999563,0.415553,0.599988,0.00427895,0.595419,0.00451289,0.00431004,0.00371882,0.00428476,0.00321648,0.414451,1,0.6,0,0.59552,-0.00929777
6.4e-09,3,2.85178,2.8428,0.40257,0.411082,1,0.415231,0.600014,0.0046434,0.59833,0.00489855,0.00467412,0.00408474,0.0046647,0.00326563,0.401184,1,0.6,0,0.598402,-0.00844331
6.45e-09,3,2.85518,2.8502,0.433296,0.414659,1.00024,0.416103,0.600024,0.00496832,0.601095,0.0052297,0.00499548,0.00440772,0.00500139,0.00333027,0.435471,1,0.6,0,0.601154,-0.00728971
6.5e-09,3,2.86072,2.85958,0.508915,0.4185,1.00034,0.417395,0.600026,0.00523295,0.603583,0.00548573,0.00525446,0.004668,0.00527435,0.00340599,0.514589,1,0.6,0,0.603633,-0.00587786
6.55e-09,3,2.86681,2.8692,0.623472,0.422124,1.00036,0.418695,0.600023,0.00542192,0.60568,0.00565237,0.00543646,0.00485087,0.00546827,0.00348778,0.632255,1,0.6,0,0.605722,-0.0042578
6.6e-09,3,2.87234,2.87782,0.767897,0.425173,1.00032,0.419741,0.600017,0.00552572,0.6073,0.00572213,0.00553263,0.00494746,0.00557376,0.0035704,0.779125,1,0.6,0,0.607336,-0.00248691
6.65e-09,3,2.86802,2.87197,0.930959,0.44324,1.00046,0.437675,0.600163,0.00557253,0.608559,0.00572909,0.00555199,0.00496558,0.00559964,0.00364937,0.943534,1,0.6,0,0.60842,-0.000627912
6.7e-09,3,2.83856,2.83789,1.10018,0.50844,1.00123,0.503001,0.600628,0.00559771,0.609576,0.00570747,0.00552212,0.00493118,0.00557329,0.00372193,1.11243,1,0.6,0,0.608958,0.00125333
6.75e-09,3,2.79998,2.79286,1.26202,0.616466,1.00248,0.610258,0.601056,0.00555076,0.610016,0.00561025,0.00545236,0.00485551,0.005504,0.00378609,1.27239,1,0.6,0,0.608968,0.00309016
6.8e-09,3,2.76804,2.75783,1.40312,0.743827,1.00361,0.73761,0.601253,0.00543201,0.60976,0.00544395,0.00534044,0.0047381,0.00538983,0.00383998,1.41073,1,0.6,0,0.608499,0.00481753
6.85e-09,3,2.75837,2.74734,1.5118,0.857019,1.00404,0.851063,0.601118,0.00523519,0.608764,0.00520022,0.00517525,0.00456931,0.00521987,0.00388126,1.51644,1,0.6,0,0.607628,0.00637423
6.9e-09,3,2.76773,2.75719,1.57934,0.939021,1.00365,0.933484,0.600809,0.00498973,0.607288,0.00491533,0.00495625,0.0043483,0.00499413,0.0039077,1.58115,1,0.6,0,0.606452,0.00770512
6.95e-09,3,2.78994,2.78065,1.60054,0.981274,1.00265,0.976299,0.600413,0.00470104,0.605527,0.00459766,0.0046905,0.00408193,0.00472039,0.00391756,1.5997,1,0.6,0,0.605082,0.00876305
7e-09,3,2.81961,2.81198,1.57389,0.980522,1.00126,0.976241,0.599983,0.00438062,0.603651,0.00426011,0.00439089,0.00378292,0.00441226,0.00390994,1.57063,1,0.6,0,0.603633,0.00951055
7.05e-09,3,2.85233,2.84653,1.5016,0.937662,0.999721,0.934198,0.599561,0.00404624,0.601814,0.00392075,0.00407475,0.0034685,0.00408781,0.00388495,1.49625,1,0.6,0,0.602216,0.00992114
7.1e-09,3,2.88452,2.88052,1.38948,0.857115,0.998193,0.854582,0.599184,0.00371897,0.600151,0.00359981,0.00376233,0.00315868,0.00376791,0.00384384,1.38245,1,0.6,0,0.600932,0.00998027
7.15e-09,3,2.91331,2.91091,1.24644,0.746126,0.996825,0.744641,0.598878,0.00342058,0.598773,0.00331725,0.00347475,0.00287435,0.00347416,0.00378896,1.23829,1,0.6,0,0.599863,0.00968583
7.2e-09,3,2.93665,2.93554,1.08384,0.613757,0.995726,0.613446,0.598663,0.00317096,0.597759,0.00309056,0.00323183,0.00263508,0.00322673,0.00372365,1.0752,1,0.6,0,0.599068,0.00904827
7.25e-09,3,2.93426,2.93355,0.915004,0.500497,0.99538,0.501215,0.598847,0.00304628,0.597448,0.00299242,0.00307147,0.00247623,0.0030636,0.00365304,0.90614,1,0.6,0,0.59858,0.00809017
7.3e-09,3,2.90065,2.89943,0.753707,0.441789,0.996193,0.443059,0.599387,0.00304799,0.597799,0.00302156,0.00302581,0.00242924,0.0030169,0.00358377,0.744533,1,0.6,0,0.598402,0.00684548
7.35e-09,3,2.86805,2.86639,0.612211,0.417251,0.99755,0.418635,0.599733,0.00309671,0.598245,0.00309754,0.00308326,0.00248588,0.00307489,0.00352163,0.603213,1,0.6,0,0.598513,0.00535827
7.4e-09,3,2.84836,2.84659,0.501139,0.408937,0.99873,0.41017,0.5999,0.0032199,0.598755,0.00324533,0.00322314,0.00262596,0.00321669,0.00347093,0.493404,1,0.6,0,0.598864,0.00368126
7.45e-09,3,2.84084,2.8393,0.429209,0.407786,0.999537,0.408687,0.599974,0.00340916,0.599347,0.00345391,0.00342302,0.00282667,0.00341947,0.00343446,0.423825,1,0.6,0,0.599387,0.00187383
7.5e-09,3,2.84171,2.84068,0.402252,0.409757,1.00003,0.410201,0.600006,0.00364006,0.59999,0.00369697,0.00365928,0.00306408,0.00365915,0.0034135,0.400001,1,0.6,0,0.6,3.97429e-08
7.55e-09,3,2.84752,2.84716,0.422546,0.413053,1.0003,0.412975,0.60002,0.00388702,0.600616,0.00394773,0.00390807,0.00331414,0.00391138,0.00340787,0.423823,1,0.6,0,0.600613,-0.00187377
7.6e-09,3,2.85577,2.85613,0.488579,0.416793,1.00042,0.416195,0.600025,0.00412643,0.601145,0.00418203,0.00414676,0.00355405,0.00415304,0.00341615,0.493402,1,0.6,0,0.601136,-0.00368122
7.65e-09,3,2.86472,2.86574,0.595164,0.420452,1.00046,0.419409,0.600024,0.0043377,0.601499,0.00437946,0.00435539,0.00376374,0.00436367,0.00343582,0.603212,1,0.6,0,0.601487,-0.00535826
7.7e-09,3,2.87313,2.87465,0.733867,0.423647,1.00042,0.422314,0.600019,0.00450427,0.601611,0.00452439,0.00451791,0.00392707,0.00452686,0.00346363,0.744532,1,0.6,0,0.601598,-0.00684547
7.75e-09,3,2.87515,2.87633,0.893801,0.434253,1.00045,0.433081,0.600091,0.0046305,0.601516,0.00462327,0.00462895,0.00403802,0.00463698,0.00349614,0.906139,1,0.6,0,0.60142,-0.00809017
7.8e-09,3,2.84944,2.84972,1.06279,0.489332,1.00107,0.488534,0.600528,0.00476724,0.601473,0.00472838,0.00470969,0.00411531,0.00471507,0.00353119,1.0752,1,0.6,0,0.600932,-0.00904827
7.85e-09,3,2.81012,2.80984,1.22745,0.588521,1.00225,0.588114,0.600969,0.00484695,0.601125,0.00477434,0.00476336,0.00416397,0.00476433,0.00356701,1.23829,1,0.6,0,0.600137,-0.00968583
7.9e-09,3,2.77302,2.77312,1.37425,0.715454,1.00347,0.715642,0.601249,0.00487063,0.600344,0.00476543,0.00478444,0.00417987,0.0047794,0.0036017,1.38245,1,0.6,0,0.599068,-0.00998027
7.95e-09,3,2.75809,2.75925,1.49101,0.833771,1.00407,0.834755,0.601169,0.00480903,0.598986,0.00467535,0.00475403,0.00414617,0.00474171,0.00363252,1.49625,1,0.6,0,0.597784,-0.00992115
8e-09,3,2.76373,2.76636,1.56825,0.923742,1.00384,0.925729,0.600889,0.00469228,0.597295,0.00453773,0.00466452,0.00405499,0.00464414,0.00365643,1.57063,1,0.6,0,0.596367,-0.00951057
8.05e-09,3,2.78369,2.78797,1.6,0.975335,1.00294,0.978551,0.600507,0.00452273,0.595466,0.00435752,0.00451774,0.00390791,0.00448917,0.00367066,1.5997,1,0.6,0,0.594918,-0.00876308
8.1e-09,3,2.81224,2.81817,1.58392,0.98426,1.00162,0.988955,0.600081,0.00430773,0.593671,0.00414372,0.00432301,0.0037141,0.00428677,0.00367312,1.58115,1,0.6,0,0.593548,-0.00770515
8.15e-09,3,2.84474,2.85215,1.52139,0.950552,1.00009,0.957018,0.599654,0.00406278,0.592068,0.00391244,0.00409578,0.00348885,0.00405309,0.00366269,1.51645,1,0.6,0,0.592372,-0.00637425
8.2e-09,3,2.87744,2.88595,1.41744,0.877909,0.998541,0.886508,0.599264,0.0038085,0.590804,0.00368393,0.00385599,0.00325191,0.00380866,0.00363944,1.41073,1,0.6,0,0.591501,-0.00481755
8.25e-09,3,2.90729,2.91636,1.28036,0.773027,0.997125,0.78423,0.59894,0.00356782,0.590008,0.00347984,0.003626,0.0030254,0.00357637,0.00360468,1.27239,1,0.6,0,0.591032,-0.00309018
8.3e-09,3,2.93204,2.94096,1.12104,0.644681,0.995961,0.6591,0.598704,0.00336332,0.589778,0.00332076,0.00342822,0.00283151,0.00337898,0.00356092,1.11243,1,0.6,0,0.591042,-0.00125334
8.35e-09,3,2.94318,2.94433,0.952338,0.52153,0.995353,0.535442,0.598751,0.00325037,0.590317,0.00325246,0.00329443,0.00270037,0.0032481,0.00351221,0.943536,1,0.6,0,0.59158,0.000627899
8.4e-09,3,2.91789,2.91082,0.788195,0.451567,0.995885,0.463059,0.599275,0.00328164,0.591895,0.00333609,0.00326862,0.00267379,0.003228,0.00346475,0.779126,1,0.6,0,0.592664,0.00248689
8.45e-09,3,2.88405,2.87432,0.641293,0.421175,0.997165,0.429639,0.599674,0.00336263,0.59389,0.0034742,0.00334963,0.00275401,0.00331762,0.00342452,0.632256,1,0.6,0,0.594278,0.00425779
8.5e-09,3,2.8598,2.85077,0.522611,0.410221,0.998403,0.416013,0.599873,0.00351675,0.596173,0.00368574,0.00352126,0.00292592,0.00350063,0.0033963,0.514591,1,0.6,0,0.596367,0.00587784
8.55e-09,3,2.84744,2.84076,0.441362,0.407944,0.999291,0.411266,0.599963,0.0037469,0.598736,0.00396774,0.00376407,0.00316975,0.0037571,0.00338348,0.435472,1,0.6,0,0.598846,0.00728968
8.6e-09,3,2.84398,2.84047,0.404083,0.409459,0.999842,0.410291,0.600002,0.0040317,0.601521,0.0042958,0.00405594,0.00346308,0.00406432,0.00338798,0.401185,1,0.6,0,0.601598,0.00844325
8.65e-09,3,2.84601,2.84609,0.413872,0.412609,1.00015,0.410835,0.600019,0.00434533,0.604416,0.00464105,0.00437275,0.00378153,0.00439739,0.00341026,0.414449,1,0.6,0,0.60448,0.00929773
8.7e-09,3,2.85085,2.85474,0.470063,0.41637,1.0003,0.411891,0.600026,0.00466181,0.607277,0.00497462,0.00468946,0.0040999,0.00473041,0.00344929,0.474215,1,0.6,0,0.607336,0.00982287
8.75e-09,3,2.85667,2.86442,0.568259,0.420158,1.00035,0.412968,0.600026,0.00495609,0.609945,0.00526922,0.00498155,0.00439352,0.00503791,0.00350274,0.575735,1,0.6,0,0.61,0.01
8.8e-09,3,2.86222,2.87367,0.700697,0.423563,1.00033,0.4138,0.600022,0.00520527,0.612259,0.00550061,0.00522647,0.00463972,0.00529636,0.0035671,0.710947,1,0.6,0,0.61231,0.00982287
8.85e-09,3,2.86623,2.87758,0.856927,0.428912,1.00031,0.418261,0.60004,0.00539536,0.614109,0.00565696,0.00540738,0.00482135,0.00548812,0.00363809,0.869113,1,0.6,0,0.614115,0.00929777
8.9e-09,3,2.84739,2.85111,1.02506,0.473374,1.0008,0.463667,0.600424,0.00558003,0.615697,0.00579397,0.00553709,0.00494848,0.00562537,0.00371226,1.03767,1,0.6,0,0.615289,0.00844328
8.95e-09,3,2.81372,2.80715,1.19188,0.563491,1.00191,0.55348,0.600878,0.0056921,0.616598,0.00583884,0.00561432,0.00502104,0.0057059,0.00378635,1.20324,1,0.6,0,0.615733,0.00728969
9e-09,3,2.7778,2.76243,1.34379,0.687728,1.00319,0.676875,0.601221,0.00572032,0.616606,0.0057894,0.00562954,0.00503082,0.00571986,0.00385679,1.35267,1,0.6,0,0.615388,0.00587786
9.05e-09,3,2.75944,2.74055,1.46816,0.810033,1.00398,0.799315,0.601207,0.00562498,0.615468,0.00560632,0.00555796,0.00495522,0.00564211,0.00391896,1.47409,1,0.6,0,0.614238,0.0042578
9.1e-09,3,2.76165,2.74251,1.55484,0.907372,1.00394,0.897252,0.600961,0.0054275,0.613314,0.00531537,0.0053845,0.00477917,0.00545753,0.00396765,1.55787,1,0.6,0,0.61231,0.00248691
9.15e-09,3,2.77911,2.76175,1.59706,0.967987,1.00319,0.958903,0.600596,0.00513127,0.610333,0.0049301,0.00510718,0.0045004,0.00516469,0.00399781,1.59734,1,0.6,0,0.609676,0.000627917
9.2e-09,3,2.80611,2.79185,1.59164,0.986457,1.00196,0.978923,0.600174,0.00474323,0.606705,0.00446404,0.00473557,0.00412834,0.00477403,0.0040052,1.58937,1,0.6,0,0.606452,-0.00125329
9.25e-09,3,2.83789,2.82759,1.53914,0.961906,1.00048,0.956553,0.599744,0.00428254,0.602625,0.00394173,0.00428959,0.00368278,0.00430658,0.00398695,1.5346,1,0.6,0,0.602788,-0.00309015
9.3e-09,3,2.87059,2.86468,1.44381,0.897248,0.998942,0.894886,0.599341,0.00377793,0.598313,0.00339581,0.00379771,0.00319208,0.0037921,0.00394195,1.43738,1,0.6,0,0.598864,-0.00481753
9.35e-09,3,2.90103,2.8995,1.31324,0.798556,0.997505,0.800291,0.599,0.00326417,0.593999,0.00286308,0.00329435,0.00269054,0.00326637,0.00387112,1.30543,1,0.6,0,0.594879,-0.00637423
9.4e-09,3,2.9268,2.92915,1.15784,0.674207,0.996296,0.681653,0.598742,0.00277843,0.589917,0.00238094,0.00281658,0.00221506,0.00276768,0.00377738,1.14921,1,0.6,0,0.591042,-0.00770513
9.45e-09,3,2.94323,2.94391,0.990038,0.543807,0.995522,0.556352,0.598678,0.00237527,0.586355,0.00199782,0.00240646,0.0018068,0.00233896,0.00366584,0.981154,1,0.6,0,0.587556,-0.00876306
9.5e-09,3,2.92643,2.91713,0.823757,0.461582,0.995831,0.477435,0.599151,0.00215198,0.583856,0.0018076,0.00212592,0.0015247,0.00204275,0.00354464,0.81459,1,0.6,0,0.584612,-0.00951056
9.55e-09,3,2.8962,2.87942,0.672032,0.424501,0.997031,0.441319,0.599604,0.00202817,0.582034,0.00173309,0.0019941,0.00139084,0.00189893,0.00342273,0.662751,1,0.6,0,0.582374,-0.00992115
9.6e-09,3,2.87407,2.85266,0.546201,0.410428,0.998316,0.427747,0.599839,0.00201827,0.580846,0.00179156,0.00200635,0.00140237,0.00190374,0.00330837,0.537693,1,0.6,0,0.580971,-0.00998027
9.65e-09,3,2.86382,2.83988,0.455944,0.406742,0.999272,0.424394,0.599947,0.00214411,0.580453,0.00199652,0.00215199,0.00154848,0.00204683,0.00320876,0.449348,1,0.6,0,0.580491,-0.00968583
9.7e-09,3,2.86273,2.83775,0.408479,0.407617,0.999873,0.425274,0.599995,0.00239297,0.580959,0.00233153,0.00241517,0.001813,0.00231249,0.00312975,0.404732,1,0.6,0,0.580971,-0.00904828
9.75e-09,3,2.86713,2.84233,0.407713,0.410499,1.00021,0.427631,0.600017,0.00274267,0.582384,0.00277099,0.00277518,0.00217496,0.00267992,0.00307572,0.407387,1,0.6,0,0.582399,-0.00809029
9.8e-09,3,2.87409,2.85057,0.45382,0.414208,1.00037,0.430138,0.600026,0.003168,0.584681,0.00328611,0.00320771,0.00260988,0.00312452,0.00304935,0.457103,1,0.6,0,0.584711,-0.00684549
9.85e-09,3,2.8815,2.8603,0.543214,0.418105,1.00041,0.432083,0.600029,0.00364195,0.587745,0.00384594,0.00368607,0.00309088,0.00361913,0.0030517,0.549933,1,0.6,0,0.587796,-0.00535828
9.9e-09,3,2.88788,2.86996,0.668833,0.421759,1.00037,0.433034,0.600027,0.00413689,0.591428,0.00441891,0.00418279,0.00359035,0.00413561,0.00308219,0.678503,1,0.6,0,0.591501,-0.00368126
9.95e-09,3,2.89201,2.87852,0.820724,0.424974,1.00027,0.432735,0.600022,0.00462602,0.595545,0.00497404,0.00467103,0.0040813,0.00464622,0.00313874,0.832605,1,0.6,0,0.595639,-0.00187382
1e-08,3,2.87235,2.86656,0.987257,0.458936,1.00056,0.461887,0.600324,0.0051448,0.600189,0.00554225,0.00514739,0.00455781,0.00514648,0.00321907,0.999999,1,0.6,0,0.6,-6.61217e-09
